bookId,chapterId,verseId,verseText
3,17,1,  senhor moisés  
3,17,2,  fale arão filhos filhos israel digalhe senhor ordenou  
3,17,3,  qualquer homem casa israel matar boi cordeiro cabra arraial  
3,17,4,  trouxer porta tenda encontro oferta senhor tabernáculo tal homem atribuída culpa sangue derramou sangue eliminado povo  
3,17,5,  filhos israel trazer sacrifício oferecem campo aberto apresentem senhor porta tenda encontro sacerdote ofereçam sacrifício pacífico senhor  
3,17,6,  sacerdote aspergirá sangue altar senhor porta tenda encontro queimará gordura aroma agradável senhor  
3,17,7,  oferecerão sacrifício demônio prostituem estatuto perpétuo gerações  
3,17,8,  digalhe qualquer homem casa israel estrangeiro peregrinam oferecer holocausto sacrifício  
3,17,9,  trouxer porta tenda encontro oferecêlo senhor homem eliminado povo  
3,17,10,  qualquer homem casa israel estrangeiro peregrinam comer sangue voltarei eliminarei povo  
3,17,11,  vida carne sangue dado altar expiação vida sangue fará expiação vida  
3,17,12,  filhos israel comerá sangue estrangeiro peregrina comerá  
3,17,13,  qualquer homem filhos israel estrangeiro peregrinam caçar animal ave comer derramará sangue cobrirá pó  
3,17,14,  vida carne sangue filhos israel comam sangue carne vida carne sangue comer eliminado  
3,17,15,  qualquer pessoa natural terra estrangeira comer carne animal morre dilacerado fera lavará roupa banhará água ficará impura estará pura  
3,17,16,  lavar roupa banhar corpo levará iniquidade  
3,18,1,  senhor moisés  
3,18,2,  fale filhos israel digalhe senhor deus  
3,18,3,  façam faz terra egito moraram façam faz terra canaã levar andem estatuto povo  
3,18,4,  cumpram juízo guardem estatuto andarem nele senhor deus  
3,18,5,  guardem estatuto juízo cumprir viverá senhor  
3,18,6,  homem aproximará qualquer parenta próxima relações sexuais senhor  
3,18,7,  envergonhe pai relações mãe mãe relações  
3,18,8,  relações mulher pai direito pai  
3,18,9,  relações irmã filha pai filha mãe nascida casa casa  
3,18,10,  relações filha filho filha filha faça vergonha  
3,18,11,  relações filha mulher pai gerada pai irmã  
3,18,12,  relações irmã pai parenta pai  
3,18,13,  relações irmã mãe parenta mãe  
3,18,14,  envergonhe irmão pai relações mulher tia  
3,18,15,  relações nora mulher filho relações  
3,18,16,  relações mulher irmão direito irmão  
3,18,17,  relações mulher filha relações filha filho filha filha parente vergonhoso  
3,18,18,  case irmã mulher torne rival relações mulher viva  
3,18,19,  aproxime mulher relações durante menstruação  
3,18,20,  deite mulher próximo relações sexuais torna impuro  
3,18,21,  entregue descendente dedique moloque profane nome deus senhor  
3,18,22,  deite homem relações mulher abominação  
3,18,23,  relações animal contaminar mulher porá animal ajuntarse confusão  
3,18,24,  contaminem contaminaram nações vou expulsar presença  
3,18,25,  terra contaminou castiguei iniquidade vomitou moradores  
3,18,26,  guardarão estatuto juízo farão abominações natural terra estrangeiro peregrina  
3,18,27,  moradores terra nela fizeram abominações terra contaminou  
3,18,28,  aconteça terra vomite terem contaminado vomitou povo nela  
3,18,29,  fizer abominações cometerem eliminado povo  
3,18,30,  guardar obrigação comigo praticar costume abomináveis praticado contaminem senhor deus  
3,19,1,  senhor moisés  
3,19,2,  fale congregação filhos israel digalhe santo senhor deus santo  
3,19,3,  respeite mãe pai guarde sábado senhor deus  
3,19,4,  voltem ídolo façam deuse metal senhor deus  
3,19,5,  oferecerem sacrifício pacífico senhor ofereçamno aceito  
3,19,6,  podem comer dia oferecerem dia seguinte sobrar terceiro dia queimado  
3,19,7,  parte comida terceiro dia abominação aceita  
3,19,8,  comer levará iniquidade profanou santa senhor eliminado povo  
3,19,9,  fizer colheita terra colha totalmente canto campo volte recolher espiga caída  
3,19,10,  rigoroso colheita vinha volte recolher uvas caído chão deixea pobre estrangeiro senhor deus  
3,19,11,  furtem mintam usem falsidade  
3,19,12,  façam juramento falso nome estariam profanar nome deus senhor  
3,19,13,  oprima roube próximo pagamento trabalhador diarista fique manhã seguinte  
3,19,14,  amaldiçoe surdo ponha tropeço cego tema deus senhor  
3,19,15,  injusto julgar favorecer pobre agradar rico julgue próximo justiça  
3,19,16,  ande mexeriqueiro povo atente vida próximo senhor  
3,19,17,  guarde ódio coração próximo repreendao incorra pecado  
3,19,18,  procure vingança guarde ira filhos povo ame próximo ama senhor  
3,19,19,  guarde estatuto permita animais ajuntem espécie diversa plante semente duas espécie campo use roupa dois tipo diferente tecido  
3,19,20,  homem relações mulher escrava prometida homem resgatada posta liberdade haver punição morto libertada  
3,19,21,  homem oferta culpa trará carneiro senhor porta tenda encontro  
3,19,22,  carneiro oferta culpa sacerdote fará expiação senhor pecado homem cometeu pecado perdoado  
3,19,23,  entrarem terra plantarem tipo árvore frutífera fruto árvore vedados três ano impuro poderão comêlo  
3,19,24,  quarto ano fruto árvore santo oferta louvores senhor  
3,19,25,  quinto ano poderão comer fruto árvore aumentem produção senhor deus  
3,19,26,  comam sangue façam adivinhações pratiquem magia  
3,19,27,  cortem cabelo têmpora danifiquem ponta barba  
3,19,28,  morto façam corte corpo ponham marca senhor  
3,19,29,  desonre filha prostituta terra prostitua encha maldade  
3,19,30,  guardem sábado reverenciem santuário senhor  
3,19,31,  voltem necromante adivinho procurem contaminado senhor deus  
3,19,32,  fique pé presença idoso honre presença ancião tema deus senhor  
3,19,33,  oprimam estrangeiro peregrinar terra  
3,19,34,  tratem estrangeiro peregrina tratam natural terra amem estrangeiro amam você estrangeiro terra egito senhor deus  
3,19,35,  cometam injustiça juízo vara medir peso quantidade  
3,19,36,  balança justa peso justo medida cereais líquido justa senhor deus tirei terra egito  
3,19,37,  guardem estatuto cumpram juízo senhor  
3,20,1,  senhor moisés  
3,20,2,  diga filhos israel qualquer filhos israel estrangeiro peregrinam israel entregar filhos moloque morto povo terra apedrejará  
3,20,3,  voltarei rosto homem eliminarei povo entregou filhos moloque contaminar santuário profanando santo nome  
3,20,4,  povo terra fechar olho homem fez entregar filhos moloque matar  
3,20,5,  voltarei rosto homem família eliminarei povo seguem prostituem moloque  
3,20,6,  virar necromante feiticeiro prostituir voltarei rosto eliminarei povo  
3,20,7,  santifiquemse santo senhor deus  
3,20,8,  guardem estatuto tratem cumprilo senhor santifico  
3,20,9,  homem amaldiçoar pai mãe morto amaldiçoou pai mãe responsável morte  
3,20,10,  homem adulterar mulher próximo morto adúltero adúltera  
3,20,11,  homem relações mulher pai envergonhado pai homem mulher morto sangue cairá  
3,20,12,  homem relações nora ambos morto fizeram confusão sangue cairá  
3,20,13,  homem relações homem mulher ambos praticaram abominável morto sangue cairá  
3,20,14,  homem relações mulher mãe vergonhoso queimarão maldade  
3,20,15,  homem relações animal morto matem animal  
3,20,16,  mulher aproximar animal relações matem mulher animal sangue cairá  
3,20,17,  homem casar irmã filha pai filha mãe relações ela relações indecência eliminado presença filhos povo envergonhou irmã levará iniquidade  
3,20,18,  homem deitar mulher período menstruação relações descobrir fonte descobrir fonte sangue ambos eliminado povo  
3,20,19,  relações irmã mãe irmã pai significa relações parenta levarão iniquidade  
3,20,20,  homem relações tia envergonhou tio levarão pecado morrerão filhos  
3,20,21,  homem tomar mulher irmão impureza envergonhou irmão ficarão filhos  
3,20,22,  guardem estatuto cumpram juízo terra levar nela habitar vomite  
3,20,23,  andem costume povo vou expulsar fizeram aborreci  
3,20,24,  herdarão terra darei herança terra mana leite mel senhor deus separei povo  
3,20,25,  façam distinção animais puro impuro ave impura pura façam abomináveis animais ave arrasta terra separei considerem impura  
3,20,26,  santo senhor santo separei povo  
3,20,27,  homem mulher necromante feiticeiro morto apedrejado sangue cairá  
3,21,1,  senhor moisés fale sacerdote filhos arão digalhe sacerdote contaminará morto povo  
3,21,2,  trate parente chegado mãe pai filho filha irmão  
3,21,3,  caso morte irmã virgem chegada marido contaminarse  
3,21,4,  homem principal povo contaminará profanaria  
3,21,5,  sacerdote farão calva cabeça cortarão extremidade barba farão corte corpo  
3,21,6,  santo deus profanarão nome deus oferecem oferta queimada senhor pão deus santo  
3,21,7,  poderão casar mulher prostituta desonrada mulher divorciada marido sacerdote santo deus  
3,21,8,  considerálo santo oferece pão deus santo senhor santifico santo  
3,21,9,  filha sacerdote desonrar entregandose prostituição profana pai queimada  
3,21,10,  sumo sacerdote irmão cuja cabeça derramado óleo unção consagrado usar veste sagrada deixará cabelo pentear rasgará roupa  
3,21,11,  aproximará cadáver contaminará pai mãe  
3,21,12,  sairá santuário profanará santuário deus consagração óleo unção deus senhor  
3,21,13,  tomará mulher virgem  
3,21,14,  casará viúva divorciada desonrada prostituta tomará mulher virgem povo  
3,21,15,  profanará descendência povo senhor santifico  
3,21,16,  senhor moisés  
3,21,17,  fale arão descendente gerações defeito aproximará oferecer pão deus  
3,21,18,  homem defeito aproximará homem cego coxo rosto mutilado desproporcionado  
3,21,19,  homem pé quebrado mão quebrada  
3,21,20,  corcunda anão defeito olho sarna ferida pele testículo esmagado  
3,21,21,  homem descendência arão sacerdote defeito aproximará oferecer oferta queimada senhor defeito aproximará oferecer pão deus  
3,21,22,  poderá comer pão deus santíssimo santo  
3,21,23,  poderá entrar véu aproximará altar defeito profane santuário senhor santifico  
3,21,24,  moisés arão filhos filhos israel  
3,22,1,  senhor moisés  
3,22,2,  diga arão filhos abstenham oferta sagrada dedicada filhos israel profanem santo nome senhor  
3,22,3,  digalhe longo gerações qualquer descendente aproximar oferta sagrada filhos israel dedicam senhor impureza eliminado presença senhor  
3,22,4,  descendência arão leproso fluxo comerá oferta sagrada puro poderá comer oferta sagrada tocar impura morto emissão sêmen  
3,22,5,  tocar animal rasteja chão faz impuro pessoa faz impuro impureza pessoa  
3,22,6,  tocar tais ficará impuro comerá oferta sagrada banhar corpo água  
3,22,7,  pôr sol estará puro poderá comer oferta sagrada alimento  
3,22,8,  animal morre dilacerado animal comerá contaminar senhor  
3,22,9,  guardarão obrigação comigo levem pecado morram haver profanação senhor santifico  
3,22,10,  estranho poderá comer oferta sagrada hóspede sacerdote trabalhador diarista poderão comer oferta sagrada  
3,22,11,  sacerdote comprar escravo dinheiro poderá comer nascerem casa sacerdote poderão comer pão  
3,22,12,  filha sacerdote casar estranho poderá comer oferta sagrada  
3,22,13,  filha sacerdote viúva divorciada filhos voltado casa pai mocidade poderá comer pão pai estranho poderá comer alimento  
3,22,14,  engano comer oferta sagrada acrescentar quinta parte dará sacerdote oferta sagrada  
3,22,15,  sacerdote profanar sagrada filhos israel oferecem senhor  
3,22,16,  fariam levar culpa iniquidade comer oferta sagrada senhor santifico  
3,22,17,  senhor moisés  
3,22,18,  fale arão filhos filhos israel digalhe homem casa israel estrangeiro israel apresentar oferta senhor holocausto quer cumprimento voto oferta voluntária  
3,22,19,  aceitável oferecer macho defeito gado rebanho ovelha cabra  
3,22,20,  defeito poderão oferecer aceito favor  
3,22,21,  oferecer sacrifício pacífico senhor quer cumprimento voto oferta voluntária gado rebanho animal defeito aceitável nele poderá haver defeito  
3,22,22,  cego aleijado mutilado ulceroso sarnoso cheio ferida pele oferecer senhor apresentar oferta queimada senhor altar  
3,22,23,  novilho cordeiro desproporcionado poderão oferecer oferta voluntária aceito cumprir voto  
3,22,24,  ofereçam senhor animal testículo machucados moído arrancado cortado façam terra  
3,22,25,  mão estrangeiro animais poderão oferecer pão deus corrompido defeito nele aceito favor  
3,22,26,  senhor moisés  
3,22,27,  nascer bezerro cordeiro cabrito ficará sete dia mãe oitavo dia aceito oferta queimada senhor  
3,22,28,  quer vaca ovelha mate filhote ambos dia  
3,22,29,  oferecerem sacrifício ação graça senhor façamno aceito  
3,22,30,  dia comido deixem ficar manhã seguinte senhor  
3,22,31,  guardem cumpram mandamento senhor  
3,22,32,  profanem santo nome santificado filhos israel senhor santifico  
3,22,33,  tirei terra egito deus senhor  
3,23,1,  senhor moisés  
3,23,2,  fale filhos israel digalhe festa fixas senhor proclamarão santa convocações festa sábado  
3,23,3,  sei dia trabalharão sétimo dia sábado descanso solene santa convocação façam obra sábado dedicado senhor quer morarem páscoa pães fermento  
3,23,4,  festa fixas senhor santa convocações proclamarão tempo determinado  
3,23,5,  mês catorze mês crepúsculo páscoa senhor  
3,23,6,  quinze dia mês festa pães fermento senhor durante sete dia comerão pães fermento  
3,23,7,  dia santa convocação façam trabalho  
3,23,8,  durante sete dia apresentarão oferta queimada senhor sétimo dia haverá santa convocação façam trabalho nesse dia primícias  
3,23,9,  senhor moisés  
3,23,10,  fale filhos israel digalhe entrarem terra dou fizerem colheita trarão feixe primícias colheita sacerdote  
3,23,11,  moverá feixe senhor aceito  
3,23,12,  sacerdote moverá feixe dia sábado dia moverem feixe oferecerão cordeiro defeito ano holocausto senhor  
3,23,13,  oferta cereais acompanha holocausto quatro litro farinha amassada azeite oferta queimada aroma agradável senhor libação acompanha litro vinho  
3,23,14,  comer pão trigo torrado espiga trigo verde dia trouxerem oferta deus estatuto perpétuo durante gerações quer morarem pentecostes  
3,23,15,  contem sete semana partir dia sábado partir dia trouxerem feixe oferta movida semana inteira  
3,23,16,  dia vem sétimo sábado contem cinquenta dia apresentem nova oferta cereais senhor  
3,23,17,  morar tragam dois pães serem movido pães quatro litro farinha assado fermento primícias senhor  
3,23,18,  junto pão ofereçam sete cordeiro ano defeito novilho dois carneiro holocausto senhor acompanhado oferta cereais libações apresentada oferta queimada aroma agradável senhor  
3,23,19,  ofereçam bode oferta pecado dois cordeiro ano oferta pacífica  
3,23,20,  sacerdote moverá pão primícias oferta movida senhor dois cordeiro santo senhor uso sacerdote  
3,23,21,  dia proclamará santa convocação façam trabalho nesse dia estatuto perpétuo quer morarem geração geração  
3,23,22,  fizerem colheita terra colham beiradas campo recolham espiga caíram durante colheita deixem espiga pobre estrangeiro senhor deus  
3,23,23,  senhor moisés  
3,23,24,  fale filhos israel dia sétimo mês descanso solene memorial toque trombeta santa convocação  
3,23,25,  nesse dia farão trabalho trarão oferta queimada senhor dia expiação  
3,23,26,  senhor moisés  
3,23,27,  dez dia sétimo mês dia expiação façam santa convocação humilhemse tragam oferta queimada senhor  
3,23,28,  nesse dia farão trabalho dia expiação expiação senhor deus  
3,23,29,  qualquer pessoa nesse dia humilhar eliminada povo  
3,23,30,  nesse dia fizer trabalho destruirei povo  
3,23,31,  façam trabalho nesse dia estatuto perpétuo gerações quer morarem  
3,23,32,  sábado descanso solene você humilharão dia nove mês dia seguinte celebrarão sábado festa tabernáculo  
3,23,33,  senhor moisés  
3,23,34,  fale filhos israel quinze dia sétimo mês festa tabernáculo senhor durante sete dia  
3,23,35,  dia haverá santa convocação façam trabalho  
3,23,36,  durante sete dia apresentem oferta queimada senhor oitavo dia santa convocação apresentarão oferta queimada senhor reunião solene façam trabalho nesse dia  
3,23,37,  festa fixas senhor proclamarão santa convocações apresentar senhor oferta queimada holocausto oferta cereais sacrifício libações dia  
3,23,38,  sábado senhor dádiva voto oferta voluntária darão senhor  
3,23,39,  quinze dia sétimo mês recolhido produto terra celebrarão festa senhor durante sete dia dia oitavo haverá descanso solene  
3,23,40,  dia peguem fruto melhores árvore ramo palmeira ramo árvore frondosa salgueiro durante sete dia alegrarão senhor deus  
3,23,41,  celebrem festa senhor durante sete dia ano estatuto perpétuo geração geração sétimo mês celebrarão festa  
3,23,42,  durante sete dia habitarão tenda ramo naturais israel habitarão tenda  
3,23,43,  gerações saibam fiz filhos israel habitassem tenda tirei terra egito senhor deus  
3,23,44,  moisés declarou festa fixas senhor filhos israel  
3,24,1,  senhor moisés  
3,24,2,  ordene filhos israel tragam azeite puro oliveira azeite batido candelabro lâmpada acesa continuamente  
3,24,3,  tenda encontro véu arca testemunho arão conservará ordem manhã continuamente senhor estatuto perpétuo geração geração  
3,24,4,  candeeiro ouro puro conservará ordem lâmpada senhor continuamente  
3,24,5,  pegue farinha faça doze pães dois quilo  
3,24,6,  coloqueo duas fileira sei fileira mesa ouro puro senhor  
3,24,7,  fileira coloque incenso puro pão porção memorial oferta queimada senhor  
3,24,8,  sábado arão porá ordem senhor continuamente parte filhos israel aliança perpétua  
3,24,9,  pães arão filhos comerão lugar santo santíssima oferta queimada senhor estatuto perpétuo  
3,24,10,  filhos israel filho israelita cujo pai egípcio filho israelita homem israelita brigaram arraial  
3,24,11,  filho mulher israelita blasfemou nome senhor amaldiçoou levaram moisés nome mãe selomite filha dibri tribo dã  
3,24,12,  levaram prisão senhor declarasse  
3,24,13,  senhor moisés  
3,24,14,  leve homem blasfemou arraial ouviram porão mão cabeça congregação apedrejará  
3,24,15,  dirá filhos israel amaldiçoar deus levará pecado  
3,24,16,  blasfemar nome senhor morto congregação apedrejará estrangeiro natural terra blasfemar nome senhor morto  
3,24,17,  matar morto  
3,24,18,  matar animal restituílo igual igual  
3,24,19,  desfigurar próximo fez  
3,24,20,  fratura fratura olho olho dente dente desfigurado homem fará  
3,24,21,  matar animal restituirá matar homem morto  
3,24,22,  lei estrangeiro natural terra senhor deus  
3,24,23,  moisés filhos israel levassem blasfemado arraial apedrejassem filhos israel fizeram senhor ordenado moisés  
3,25,1,  senhor moisés monte sinai  
3,25,2,  fale filhos israel digalhe entrarem terra dou terra guardará sábado dedicado senhor  
3,25,3,  durante sei ano semearão campo durante sei ano podarão vinha colherão fruto  
3,25,4,  sétimo ano haverá sábado descanso solene terra sábado dedicado senhor semeiem campo façam poda vinha  
3,25,5,  façam colheita nascer campo colham uvas vinha podada ano descanso solene terra  
3,25,6,  poderão comer fruto terra descanso escravo escrava trabalhadores diarista estrangeiro moram  
3,25,7,  gado animais terra comerão terra produzir  
3,25,8,  conte sete semana ano sete sete ano maneira dia sete semana ano somem quarenta nove ano  
3,25,9,  sétimo mês dez dia mês fará soar trombeta dia expiação farão soar trombeta terra  
3,25,10,  santifiquem quinquagésimo ano proclamem liberdade terra moradores ano jubileu você voltará propriedade voltará família  
3,25,11,  quinquagésimo ano jubileu semeiem campo colham nascer colham uvas vinha podada  
3,25,12,  jubileu santo produto campo podem comer  
3,25,13,  neste ano jubileu voltará propriedade  
3,25,14,  vender próximo comprar explore irmão  
3,25,15,  comprará próximo base número ano jubileu número ano colheita próximo jubileu venderá  
3,25,16,  ano aumentará preço abaixará preço vender número colheita  
3,25,17,  explore próximo tema deus senhor deus  
3,25,18,  observem estatuto cumpram juízo habitarão seguro terra  
3,25,19,  terra dará fruto comida vontade nela habitarão segurança  
3,25,20,  perguntarem comeremos sétimo ano podemos semear colheita  
3,25,21,  saibam darei bênção sexto ano terra produza suficiente três ano  
3,25,22,  oitavo ano semearão comerão colheita anterior nono ano venha colheita nono ano comerão antiga  
3,25,23,  terra vendida definitivo terra estrangeiro peregrino  
3,25,24,  terra propriedade permitam terra resgatada  
3,25,25,  povo empobrecer vender parte propriedade virá resgatador parente resgatará irmão vendeu  
3,25,26,  resgatador vier tornarse próspero achar remir  
3,25,27,  contará ano venda ficar restituirá homem vendeu poderá voltar propriedade  
3,25,28,  posse permitirem reavêla propriedade vendida ficará mão comprador ano jubileu ano jubileu sairá poderá voltar propriedade  
3,25,29,  vender casa moradia cidade murada poderá resgatála complete ano contar venda durante ano lícito resgate  
3,25,30,  passado ano resgatada casa cidade muralha pertencerá definitivo comprou geração geração sairá jubileu  
3,25,31,  casa aldeia muralha redor estimadas campo terra haverá resgate sairão comprador jubileu  
3,25,32,  respeito cidade levita casa cidade propriedade levita direito perpétuo resgate  
3,25,33,  levita resgatar casa vendeu casa comprada cidade propriedade sairá comprador jubileu casa cidade levita propriedade filhos israel  
3,25,34,  campo cidade vendido pertence  
3,25,35,  povo tornar pobre mão enfraquecerem sustentálo viverá estrangeiro peregrino  
3,25,36,  cobre juro ganho tema deus irmão possa viver  
3,25,37,  cobre juro dinheiro emprestar dê mantimento esperar obter lucro  
3,25,38,  senhor deus tirei terra egito dar terra canaã deus  
3,25,39,  povo tornar pobre estar venderse faça servir escravo  
3,25,40,  trateo trabalhador diarista estrangeiro mora ano jubileu trabalhará  
3,25,41,  ficará livre filhos voltará família propriedade pai  
3,25,42,  servo tirei terra egito vendido escravo  
3,25,43,  domine tirania tema deus  
3,25,44,  escravo escrava virão nações redor você comprarão escravo escrava  
3,25,45,  poderão comprálo filhos estrangeiro peregrinam família nasceram terra tornarão propriedade  
3,25,46,  poderão deixálo herança filhos propriedade poderão sirvam perpetuamente irmão filhos israel dominar tirania  
3,25,47,  estrangeiro peregrino mora povo enriquecer povo tornarse pobre venderse escravo estrangeiro peregrino mora povo família estrangeiro  
3,25,48,  haverse vendido haverá possibilidade resgate parente poderá resgatálo  
3,25,49,  tio primo poderá resgatálo parente família poderá resgatálo condições poderá resgatar  
3,25,50,  comprou acertará conta ano vendeu ano jubileu preço venda número ano conforme paga trabalhador diarista  
3,25,51,  faltarem ano devolverá proporcionalmente dinheiro comprado preço resgate  
3,25,52,  restarem ano ano jubileu fará conta pagará proporção ano restante preço resgate  
3,25,53,  trabalhador diarista ano ano estará comprou permita comprador domine tirania  
3,25,54,  resgatado meio sairá ano jubileu filhos  
3,25,55,  filhos israel servem servo tirei terra egito senhor deus  
3,26,1,  façam ídolo levantem imagem escultura coluna ponham pedra figura esculpida terra inclinarem senhor deus  
3,26,2,  guardem sábado reverenciem santuário senhor  
3,26,3,  andarem estatuto guardarem mandamento cumprirem  
3,26,4,  darei chuva época certa terra produzirá colheita árvore campo dará fruto  
3,26,5,  debulha grão estenderá tempo vindima uvas vindima estenderá tempo sementeira comerão pão vontade habitarão segurança terra  
3,26,6,  estabelecerei paz terra deitarão haverá atemorize afastarei terra animais nocivos terra passará espada  
3,26,7,  perseguirão inimigo cairão espada  
3,26,8,  cinco perseguirão cem cem perseguirão dez mil inimigo cairão espada  
3,26,9,  olharei farei fecundo multiplicarei confirmarei aliança  
3,26,10,  comerão sobrado colheita anterior dar lugar nova colheita jogarão sobrado anterior  
3,26,11,  porei tabernáculo aborrecerei  
3,26,12,  andarei deus povo  
3,26,13,  senhor deus tirei terra egito escravo egípcio quebrei jugo pesava fiz andar cabeça erguida  
3,26,14,  ouvirem cumprirem mandamento  
3,26,15,  rejeitarem estatuto ficarem aborrecido juízo ponto cumprirem mandamento quebrarem aliança  
3,26,16,  farei trarei pavor fraqueza febre fazem desaparecer brilho olho definhar vida semearão campo inimigo ficarão colheita  
3,26,17,  voltarei rosto derrotado inimigo odeiam dominarão você fugirão perseguir  
3,26,18,  ouvirem tornarei castigálo sete pecado  
3,26,19,  quebrarei orgulho força farei céu ferro terra bronze  
3,26,20,  gastarão força terra dará colheita árvore terra darão fruto  
3,26,21,  andarem oposição quiserem ouvir trarei praga sete piores pecado  
3,26,22,  enviarei animais selvagens deixarão filhos acabarão gado reduzirão estrada ficarão deserta  
3,26,23,  corrigirem voltarem andarem oposição  
3,26,24,  contrário ferirei sete pecado  
3,26,25,  trarei espada vingadora aliança refugiarem cidade enviarei peste você entregue mão inimigo  
3,26,26,  tirar sustento pão dez mulheres poderão assar pão único forno repartirão peso comerão conseguirão ficar satisfeito  
3,26,27,  ouvirem andarem oposição  
3,26,28,  furor contrário castigarei sete pecado  
3,26,29,  comer carne filhos filha  
3,26,30,  destruirei lugares alto derrubarei altares queimam incenso amontoarei cadáveres cadáver deuse adoram alma aborrecerá  
3,26,31,  reduzirei cidade deserto destruirei santuário adoram aspirarei aroma agradável sacrifício  
3,26,32,  assolarei terra inimigo nela vierem morar ficarão espantado  
3,26,33,  espalharei nações irei espada mão terra assolada cidade ficarão ruína  
3,26,34,  terra celebrará sábado dia assolação estarão terra inimigo nesse tempo terra descansará observará sábado  
3,26,35,  durante dia assolação terra descansará descansou sábado você moravam nela  
3,26,36,  sobreviverem meterei coração ansiedade tal terra inimigo ruído folha movida perseguirá fugirão foge espada cairão perseguir  
3,26,37,  cairão espada perseguir conseguirão levantar inimigo  
3,26,38,  perecerão nações terra inimigo consumirá  
3,26,39,  sobreviverem consumido iniquidade terra inimigo iniquidade pai consumido  
3,26,40,  confessarem iniquidade iniquidade pai infidelidade cometeram confessarem andaram oposição  
3,26,41,  contrário fizesse entrar terra inimigo coração incircunciso humilhar aceitarem castigo iniquidade  
3,26,42,  lembrarei aliança jacó aliança isaque aliança abraão terra lembrarei  
3,26,43,  terra assolação deixada folgará sábado aceitarão castigo iniquidade visto rejeitaram juízo aborreceram estatuto  
3,26,44,  estar terra inimigo rejeitarei aborrecerei consumilos invalidar aliança senhor deus  
3,26,45,  contrário amor lembrarei aliança antepassados tirei terra egito vista nações deus senhor  
3,26,46,  estatuto juízo lei senhor estabeleceu filhos israel moisés monte sinai  
3,27,1,  senhor moisés  
3,27,2,  fale filhos israel digalhe fizer voto especial senhor respeito pessoa resgate conforme seguinte avaliação  
3,27,3,  objeto avaliação homem idade vinte ano sessenta avaliação seiscentos gramas prata peso padrão santuário  
3,27,4,  mulher avaliação trezentos sessenta gramas  
3,27,5,  idade cinco ano vinte avaliação homem duzentos quarenta gramas mulher cento vinte gramas  
3,27,6,  idade mês cinco ano avaliação homem sessenta gramas prata avaliação mulher trinta sei gramas prata  
3,27,7,  sessenta ano homem avaliação cento oitenta gramas mulher cento vinte gramas  
3,27,8,  pobre puder pagar previsto apresentará sacerdote faça avaliação sacerdote avaliará permitem posse fez voto  
3,27,9,  prometido animal oferecem senhor animal der senhor santo  
3,27,10,  poderá substituir trocar animal bom ruim ruim bom se trocar animal animal santo  
3,27,11,  animal impuro podem oferecido senhor apresentará animal sacerdote  
3,27,12,  sacerdote avaliará bom mau avaliação sacerdote  
3,27,13,  resgatar acrescentará quinta parte avaliado  
3,27,14,  dedicar casa santa senhor sacerdote avaliará boa má sacerdote avaliar  
3,27,15,  pessoa dedicou quiser resgatar casa acrescentará quinta parte dinheiro avaliação casa ficará pessoa  
3,27,16,  dedicar senhor parte campo herança avaliação semente necessária semear cem quilo cevada avaliado seiscentos gramas prata  
3,27,17,  dedicar campo ano jubileu avaliação valor integral  
3,27,18,  dedicar campo ano jubileu sacerdote calculará valor ano restante ano jubileu preço menor  
3,27,19,  dedicou campo quiser resgatar acrescentará quinta parte dinheiro avaliação campo ficará  
3,27,20,  quiser resgatar campo vender homem poderá resgatado  
3,27,21,  haver campo saído livre ano jubileu santo senhor campo consagrado posse sacerdote  
3,27,22,  dedicar senhor campo comprou parte herança  
3,27,23,  sacerdote calculará valor avaliação ano jubileu dia pagará valor avaliação santa senhor  
3,27,24,  ano jubileu campo tornará àquele vendeu àquele posse campo herança  
3,27,25,  avaliação fará peso padrão santuário peso padrão doze gramas  
3,27,26,  primogênito animal pertencer senhor dedicará boi gado miúdo senhor  
3,27,27,  animal impuro poderá resgatado avaliação acréscimo quinta parte valor resgatado poderá vendido avaliação  
3,27,28,  entanto consagrar senhor homem animal campo herança poderá vender resgatar consagrada santíssima senhor  
3,27,29,  dentre homens consagrado senhor poderá resgatado morto  
3,27,30,  dízimo terra cereais campo fruto árvore senhor santo senhor  
3,27,31,  quiser resgatar dízimo acrescentará quinta parte  
3,27,32,  dízimo gado rebanho passar bordão pastor dízimo santo senhor  
3,27,33,  investigará bom mau poderá trocado trocar santo poderão resgatado  
3,27,34,  mandamento senhor ordenou moisés filhos israel monte sinai  
4,1,1,  ano saída filhos israel egito dia mês senhor falou moisés deserto sinai tenda encontro  
4,1,2,  levantem censo congregação filhos israel família casa pai contar homens nominalmente cabeça cabeça  
4,1,3,  idade vinte ano capazes sair guerra israel arão contar exército  
4,1,4,  tribo ajuda homem chefe casa pai  
4,1,5,  nome homens ajudarão rúben elizur filho sedeur  
4,1,6,  simeão selumiel filho zurisadai  
4,1,7,  judá naassom filho aminadabe  
4,1,8,  issacar natanael filho zuar  
4,1,9,  zebulom eliabe filho helom  
4,1,10,  filhos josé efraim elisama filho de manassés gamaliel filho pedazur  
4,1,11,  benjamim abidã filho gideoni  
4,1,12,  dã aiezer filho amisadai  
4,1,13,  aser pagiel filho ocrã  
4,1,14,  gade eliasafe filho deuel  
4,1,15,  naftali aira filho enã  
4,1,16,  escolhido congregação chefe tribo pai cabeça milhares israel  
